model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Make
 Polo,2017.0,9698.0,Manual,14721.0,Petrol,145.0,60.1,1.0,vw
 Polo,2015.0,8650.0,,23723.0,,0.0,83.1,1.4,vw
,2016.0,10498.0,Manual,15803.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,8995.0,Manual,23336.0,,20.0,60.1,1.2,vw
 Polo,2018.0,11995.0,Manual,10100.0,Petrol,145.0,64.2,1.0,vw
 Polo,,18995.0,Semi-Auto,3200.0,Petrol,145.0,39.8,2.0,vw
 Polo,2017.0,9795.0,Manual,16822.0,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,9995.0,Manual,26772.0,Petrol,145.0,60.1,1.2,vw
 Polo,2017.0,9495.0,Manual,33390.0,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,10495.0,Manual,20000.0,Petrol,,60.1,1.2,vw
 Polo,2017.0,10795.0,Manual,12375.0,,145.0,60.1,1.2,vw
,2017.0,10998.0,Manual,13813.0,Petrol,150.0,60.1,1.2,vw
 Polo,2016.0,9698.0,Manual,15016.0,Petrol,20.0,60.1,1.0,vw
 Polo,2017.0,10298.0,Manual,39121.0,Petrol,145.0,60.1,,vw
 Polo,2017.0,9495.0,Manual,23361.0,Petrol,,60.1,1.2,vw
 Polo,2013.0,5998.0,Manual,50125.0,Petrol,125.0,51.4,1.2,vw
 Polo,2015.0,8998.0,Manual,10803.0,Petrol,20.0,60.1,1.2,vw
 Polo,,8698.0,Manual,30557.0,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,10298.0,Manual,16430.0,Petrol,145.0,60.1,1.0,vw
 Polo,2016.0,9998.0,Manual,8090.0,Petrol,20.0,60.1,1.0,vw
 Polo,2016.0,9320.0,Manual,24081.0,Petrol,,58.9,1.0,vw
 Polo,2016.0,8498.0,Manual,37715.0,Petrol,20.0,60.1,1.2,vw
 Polo,2015.0,8998.0,Manual,7121.0,Petrol,20.0,60.1,1.2,vw
 Polo,2018.0,12498.0,Manual,6345.0,Petrol,150.0,58.9,1.0,vw
 Polo,2018.0,12491.0,Semi-Auto,21900.0,Petrol,145.0,61.4,1.0,vw
 Polo,2017.0,11491.0,,15015.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,,Manual,34490.0,Petrol,20.0,60.1,1.2,
 Polo,2016.0,8998.0,Manual,,Petrol,20.0,60.1,1.0,vw
 Polo,2017.0,9498.0,Manual,25158.0,Petrol,20.0,60.1,1.0,vw
,2018.0,10891.0,Manual,12305.0,Petrol,,60.1,1.0,vw
 Polo,2017.0,11291.0,Manual,9589.0,Petrol,20.0,60.1,1.2,vw
 Polo,2018.0,10730.0,Manual,4571.0,Petrol,145.0,60.1,1.0,vw
 Polo,2017.0,11540.0,Manual,17830.0,Petrol,20.0,60.1,1.2,vw
 Polo,2015.0,9298.0,Manual,,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,9795.0,,28270.0,Petrol,145.0,60.1,1.2,vw
 Polo,2017.0,10298.0,Manual,10500.0,Petrol,145.0,60.1,1.0,vw
 Polo,2016.0,8898.0,Manual,13928.0,Petrol,20.0,,1.0,vw
 Polo,2019.0,12998.0,Manual,14732.0,Diesel,145.0,57.7,1.6,vw
 Polo,2015.0,6798.0,Manual,52539.0,Petrol,20.0,60.1,1.0,vw
 Polo,2017.0,11298.0,Manual,15250.0,Diesel,145.0,74.3,1.4,vw
 Polo,2016.0,8998.0,Manual,18750.0,Petrol,20.0,60.1,1.0,vw
 Polo,2016.0,10498.0,Manual,9798.0,Petrol,20.0,60.1,1.2,vw
 Polo,2019.0,11998.0,Manual,2309.0,Petrol,150.0,48.7,1.0,vw
 Polo,2017.0,,Manual,17391.0,Petrol,150.0,,1.0,vw
 Polo,2017.0,9600.0,Manual,31030.0,Petrol,,60.1,1.2,vw
 Polo,,9500.0,Manual,,Petrol,20.0,60.1,1.2,vw
 Polo,,13698.0,Manual,17426.0,Petrol,145.0,60.1,1.0,vw
 Polo,2016.0,8298.0,Manual,28445.0,Petrol,20.0,60.1,1.0,vw
 Polo,2015.0,6998.0,Manual,45378.0,Petrol,20.0,60.1,1.0,
 Polo,2015.0,8198.0,Manual,23102.0,Petrol,20.0,60.1,1.0,vw
 Polo,2016.0,9998.0,Manual,22057.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,8998.0,Manual,33401.0,Petrol,20.0,60.1,1.2,vw
 Polo,2014.0,7498.0,Manual,27541.0,Petrol,20.0,60.1,1.0,vw
,2017.0,9998.0,Manual,28298.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,8698.0,Manual,31144.0,Petrol,0.0,68.9,,vw
 Polo,2016.0,9998.0,Manual,24989.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,9298.0,Manual,21762.0,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,11498.0,Manual,1861.0,Petrol,,,1.0,vw
 Polo,2019.0,12998.0,Manual,16009.0,Diesel,145.0,57.7,1.6,vw
 Polo,2015.0,,,40310.0,Petrol,20.0,60.1,1.0,vw
 Polo,2017.0,8998.0,Manual,17602.0,Petrol,,60.1,1.0,vw
 Polo,2014.0,,Manual,32692.0,Petrol,,60.1,1.2,
 Polo,2017.0,10230.0,Manual,4562.0,Petrol,20.0,,1.2,vw
 Polo,2017.0,11260.0,Semi-Auto,16887.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,10298.0,Manual,8812.0,Petrol,20.0,60.1,1.2,vw
 Polo,,6950.0,Manual,39589.0,Petrol,20.0,60.1,,
 Polo,2016.0,8489.0,Manual,41123.0,Petrol,20.0,60.1,1.0,vw
 Polo,,9389.0,Manual,35354.0,Petrol,145.0,60.1,1.0,vw
,2016.0,9989.0,Manual,26298.0,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,11489.0,Manual,9310.0,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,10989.0,Manual,22442.0,Petrol,150.0,60.1,1.2,vw
 Polo,2020.0,16489.0,Manual,3800.0,Diesel,150.0,57.7,1.6,vw
 Polo,2018.0,10498.0,Manual,20990.0,Petrol,,,,vw
 Polo,2016.0,9698.0,Manual,22037.0,Diesel,0.0,83.1,1.4,vw
 Polo,2017.0,9450.0,Manual,60000.0,Diesel,0.0,60.1,1.4,vw
,2018.0,12489.0,Manual,17137.0,Petrol,145.0,64.2,1.0,vw
 Polo,2016.0,9489.0,Manual,30181.0,Petrol,20.0,60.1,1.0,vw
 Polo,2016.0,8989.0,Manual,25619.0,Petrol,20.0,60.1,1.0,vw
 Polo,2019.0,,Manual,2800.0,Petrol,145.0,48.7,1.0,vw
 Polo,2018.0,11989.0,Manual,10100.0,Petrol,145.0,,1.0,vw
 Polo,2016.0,9589.0,Manual,9476.0,Petrol,20.0,60.1,1.0,vw
 Polo,2019.0,15489.0,Manual,5848.0,Diesel,145.0,,1.6,vw
 Polo,2017.0,11289.0,Manual,7591.0,Petrol,20.0,60.1,,vw
 Polo,2017.0,10489.0,Manual,26115.0,Petrol,145.0,60.1,1.2,vw
 Polo,2020.0,15989.0,Manual,2800.0,Petrol,145.0,52.3,1.0,vw
 Polo,2017.0,9689.0,Manual,42163.0,Petrol,145.0,60.1,,vw
 Polo,2015.0,12489.0,Manual,16851.0,Petrol,20.0,61.4,1.4,vw
 Polo,2016.0,8989.0,,31955.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,9489.0,Manual,33581.0,Petrol,20.0,60.1,1.2,vw
 Polo,2018.0,11989.0,Manual,16991.0,Petrol,145.0,64.2,1.0,vw
 Polo,,8489.0,Manual,29433.0,,20.0,60.1,1.2,vw
 Polo,2017.0,10989.0,Manual,9200.0,Petrol,145.0,58.9,1.0,vw
 Polo,2015.0,8989.0,Manual,19672.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,10489.0,,29581.0,Petrol,20.0,60.1,1.2,vw
 Polo,,6850.0,Manual,46013.0,Petrol,125.0,53.3,,vw
 Polo,2014.0,10489.0,Semi-Auto,13941.0,Petrol,20.0,60.1,1.2,vw
 Polo,2019.0,18989.0,Semi-Auto,2658.0,Petrol,145.0,39.8,2.0,vw
 Polo,2017.0,10300.0,Manual,15363.0,Petrol,145.0,60.1,1.2,vw
,2019.0,19489.0,Semi-Auto,9053.0,Petrol,150.0,39.8,2.0,vw
,2015.0,,Manual,40500.0,Petrol,20.0,60.1,1.2,vw
 Polo,2019.0,,Semi-Auto,2658.0,,145.0,,2.0,vw
 Polo,2017.0,14789.0,Manual,22760.0,Petrol,145.0,47.0,1.8,vw
 Polo,2016.0,7950.0,Manual,43920.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,8495.0,Manual,30343.0,Petrol,20.0,60.1,1.2,vw
 Polo,2015.0,8998.0,Manual,24488.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,8998.0,Manual,22412.0,Petrol,20.0,60.1,1.2,vw
 Polo,2013.0,6498.0,Manual,31400.0,Petrol,150.0,47.9,1.4,vw
 Polo,2016.0,8495.0,Manual,37889.0,Diesel,0.0,83.1,1.4,vw
 Polo,2015.0,7898.0,Manual,29768.0,Petrol,20.0,60.1,1.0,vw
 Polo,2017.0,10690.0,Manual,17329.0,Diesel,145.0,60.1,1.4,vw
 Polo,2017.0,12495.0,Semi-Auto,23122.0,Petrol,145.0,60.1,1.2,vw
 Polo,2016.0,13289.0,Manual,37929.0,Petrol,145.0,47.0,1.8,vw
 Polo,2016.0,8491.0,Manual,24343.0,,20.0,60.1,1.0,vw
 Polo,2015.0,8998.0,Manual,13795.0,Petrol,20.0,60.1,1.2,
 Polo,,7298.0,Manual,30622.0,Petrol,20.0,60.1,1.0,vw
 Polo,2015.0,8498.0,,27910.0,Petrol,20.0,60.1,1.0,vw
 Polo,2015.0,7698.0,Manual,41674.0,,20.0,60.1,1.2,vw
 Polo,2019.0,12988.0,Manual,,Petrol,150.0,48.7,1.0,vw
 Polo,,9995.0,Manual,7124.0,Petrol,20.0,60.1,1.2,
 Polo,,9183.0,Manual,30801.0,,20.0,60.1,1.2,vw
 Polo,2017.0,9498.0,Manual,33055.0,Petrol,145.0,60.1,1.2,vw
 Polo,2017.0,9998.0,Manual,30687.0,Diesel,0.0,83.1,1.4,vw
 Polo,2017.0,9998.0,Manual,16974.0,Petrol,20.0,58.9,1.0,vw
 Polo,,9998.0,Manual,18197.0,Petrol,20.0,58.9,1.0,vw
 Polo,2016.0,7998.0,Manual,,Petrol,20.0,60.1,1.2,vw
 Polo,2015.0,7998.0,Manual,27286.0,Petrol,20.0,60.1,1.0,vw
 Polo,,9798.0,Manual,24219.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,10998.0,Manual,42317.0,Petrol,20.0,61.4,1.4,vw
 Polo,2015.0,8498.0,Manual,31762.0,Petrol,20.0,60.1,1.2,vw
 Polo,,6498.0,Manual,45741.0,Petrol,20.0,60.1,1.0,vw
 Polo,,9798.0,Manual,15773.0,Petrol,20.0,58.9,1.0,vw
 Polo,,9040.0,Manual,20076.0,Petrol,20.0,58.9,1.2,vw
 Polo,2015.0,8495.0,Manual,14242.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,8698.0,Manual,20686.0,Petrol,20.0,60.1,1.0,vw
 Polo,2015.0,8498.0,Manual,35155.0,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,10298.0,Manual,21899.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,8998.0,Manual,28990.0,Petrol,20.0,60.1,1.0,vw
 Polo,2017.0,10998.0,Manual,11718.0,Petrol,145.0,58.9,1.0,vw
 Polo,2016.0,8998.0,,21438.0,Petrol,20.0,58.9,1.0,vw
 Polo,2013.0,,Manual,68943.0,Petrol,125.0,51.4,1.2,vw
 Polo,2017.0,14998.0,Semi-Auto,10727.0,Petrol,145.0,61.4,1.4,vw
 Polo,2013.0,4995.0,Manual,46350.0,Petrol,125.0,51.4,1.2,vw
 Polo,2016.0,9498.0,Manual,13620.0,Petrol,20.0,60.1,1.0,vw
 Polo,2017.0,10298.0,Manual,,Petrol,145.0,60.1,1.2,vw
 Polo,2017.0,8998.0,Manual,16701.0,Petrol,145.0,60.1,1.0,vw
 Polo,2017.0,9798.0,Manual,23492.0,Petrol,145.0,60.1,1.2,vw
 Polo,2017.0,9998.0,Manual,10283.0,Petrol,20.0,60.1,1.0,vw
 Polo,2017.0,13498.0,Semi-Auto,3295.0,Petrol,145.0,60.1,1.2,
,2017.0,12498.0,,11001.0,Petrol,,65.7,1.0,vw
 Polo,2017.0,10991.0,Manual,12274.0,,145.0,60.1,1.2,vw
 Polo,2015.0,9591.0,Manual,26261.0,Petrol,20.0,60.1,1.2,
 Polo,2016.0,,Semi-Auto,23268.0,Petrol,20.0,61.4,1.4,vw
 Polo,2015.0,6991.0,Manual,33000.0,Petrol,20.0,60.1,1.0,vw
 Polo,2018.0,13291.0,Manual,20944.0,Petrol,145.0,62.8,1.0,vw
 Polo,2018.0,12491.0,Manual,12000.0,Petrol,145.0,,1.0,vw
 Polo,2017.0,10191.0,Manual,,Petrol,145.0,60.1,1.2,vw
 Polo,2017.0,12291.0,Semi-Auto,18262.0,Petrol,20.0,60.1,1.2,vw
,2016.0,9991.0,Manual,19000.0,Petrol,20.0,60.1,1.0,vw
 Polo,2016.0,10391.0,Manual,11067.0,Petrol,20.0,60.1,1.0,vw
 Polo,2017.0,11391.0,Manual,10793.0,Petrol,145.0,60.1,1.2,vw
 Polo,2017.0,11491.0,Manual,16789.0,,20.0,60.1,1.2,vw
 Polo,2016.0,9991.0,Manual,33297.0,,20.0,60.1,1.2,vw
 Polo,2017.0,10991.0,Manual,13515.0,Petrol,,60.1,1.2,vw
,2016.0,12391.0,Manual,18138.0,Petrol,20.0,61.4,1.4,vw
,2019.0,14991.0,Manual,2000.0,Diesel,145.0,76.4,1.6,vw
 Polo,2017.0,10491.0,Manual,20412.0,Petrol,145.0,60.1,1.0,vw
 Polo,2017.0,10491.0,Manual,22416.0,Petrol,145.0,60.1,1.0,vw
 Polo,2020.0,16391.0,Manual,1000.0,Diesel,145.0,57.7,1.6,vw
 Polo,2019.0,15891.0,Semi-Auto,1941.0,Petrol,145.0,45.6,1.0,vw
 Polo,2017.0,10491.0,Manual,13757.0,,150.0,60.1,1.0,vw
,2015.0,7698.0,Manual,32790.0,Petrol,20.0,60.1,1.0,vw
,2014.0,6998.0,,42573.0,Petrol,20.0,60.1,1.0,vw
 Polo,2017.0,10991.0,Manual,24979.0,Diesel,145.0,74.3,1.4,vw
 Polo,2016.0,9991.0,Manual,27934.0,Petrol,20.0,,1.2,vw
 Polo,2016.0,9991.0,Manual,36985.0,Petrol,20.0,,1.2,
 Polo,2016.0,12391.0,Semi-Auto,18978.0,Petrol,20.0,,,vw
 Polo,2016.0,10491.0,Manual,15724.0,Petrol,20.0,60.1,1.0,vw
 Polo,2018.0,17650.0,Semi-Auto,13861.0,Petrol,145.0,47.9,2.0,
 Polo,,8298.0,Manual,29091.0,Petrol,20.0,60.1,1.0,vw
 Polo,2018.0,12991.0,Manual,13153.0,Petrol,145.0,64.2,1.0,vw
 Polo,2016.0,8250.0,Manual,47905.0,Petrol,20.0,60.1,1.0,vw
 Polo,2015.0,7995.0,Manual,28386.0,Petrol,20.0,60.1,1.0,vw
 Polo,2016.0,7995.0,Manual,57994.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,8895.0,Manual,50952.0,Diesel,0.0,83.1,1.4,vw
 Polo,2017.0,9995.0,Manual,40061.0,Diesel,145.0,74.3,1.4,vw
,2018.0,13291.0,Manual,13095.0,Petrol,145.0,52.3,1.0,vw
 Polo,2017.0,9995.0,Manual,22749.0,Petrol,145.0,60.1,1.0,vw
 Polo,2018.0,10995.0,Manual,,Petrol,145.0,60.1,1.0,vw
 Polo,2019.0,19450.0,Automatic,1000.0,Petrol,145.0,46.3,1.0,vw
 Polo,2017.0,11750.0,Semi-Auto,27500.0,Petrol,145.0,60.1,1.2,vw
 Polo,2015.0,9550.0,Semi-Auto,33000.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,8495.0,Manual,16551.0,Petrol,20.0,60.1,1.0,vw
 Polo,2017.0,10291.0,Manual,23160.0,Petrol,145.0,60.1,1.0,vw
 Polo,2013.0,5491.0,Manual,39873.0,Petrol,125.0,51.4,1.2,vw
 Polo,2016.0,8495.0,,36204.0,Petrol,20.0,60.1,1.0,vw
 Polo,2016.0,8995.0,Manual,,Petrol,20.0,60.1,1.0,vw
 Polo,2016.0,8495.0,,57876.0,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,13498.0,Manual,22370.0,Petrol,145.0,47.0,1.8,vw
 Polo,,8498.0,Manual,50564.0,Petrol,145.0,58.9,1.0,vw
,2016.0,8995.0,Manual,44042.0,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,13495.0,Manual,25757.0,Petrol,150.0,47.0,1.8,vw
 Polo,2015.0,7800.0,Manual,40809.0,Petrol,20.0,,1.2,vw
 Polo,2014.0,10295.0,Automatic,34554.0,Petrol,145.0,47.9,1.4,
 Polo,2019.0,13745.0,,7971.0,Petrol,,52.3,1.0,vw
 Polo,,6995.0,Manual,51819.0,Petrol,125.0,51.4,1.4,vw
 Polo,2019.0,12750.0,Manual,9066.0,Petrol,145.0,,1.0,vw
 Polo,,7995.0,Manual,21561.0,Petrol,20.0,60.1,1.0,vw
 Polo,2015.0,7250.0,Manual,59162.0,Petrol,20.0,60.1,1.0,vw
 Polo,2016.0,8995.0,Manual,29925.0,Petrol,20.0,60.1,,vw
 Polo,2016.0,8495.0,Manual,25748.0,,20.0,60.1,1.0,vw
 Polo,2016.0,8995.0,Manual,29974.0,Petrol,20.0,60.1,1.0,vw
 Polo,2016.0,9995.0,Manual,,Petrol,20.0,60.1,1.2,
 Polo,2014.0,7995.0,,51000.0,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,10495.0,Semi-Auto,,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,7990.0,Manual,45055.0,Petrol,20.0,60.1,1.0,vw
 Polo,2016.0,8995.0,Manual,45371.0,Diesel,0.0,83.1,1.4,vw
 Polo,2016.0,7950.0,Manual,48610.0,Diesel,0.0,83.1,1.4,vw
 Polo,2017.0,,Semi-Auto,35276.0,Petrol,20.0,61.4,1.4,vw
 Polo,2015.0,10750.0,Manual,26811.0,Petrol,20.0,,1.4,vw
 Polo,2019.0,14695.0,Manual,20964.0,Petrol,145.0,49.6,1.0,vw
,2019.0,14775.0,Manual,99.0,Diesel,145.0,57.7,1.6,
 Polo,2018.0,12495.0,Manual,18584.0,Petrol,145.0,62.8,,vw
 Polo,2018.0,14895.0,Manual,5693.0,Petrol,145.0,51.4,1.0,vw
 Polo,2017.0,11995.0,Semi-Auto,8260.0,Petrol,20.0,60.1,1.2,vw
 Polo,2019.0,16495.0,Semi-Auto,7357.0,Petrol,145.0,45.6,1.0,vw
 Polo,2017.0,12995.0,Semi-Auto,7479.0,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,9795.0,Manual,27868.0,Diesel,145.0,74.3,1.4,vw
 Polo,2019.0,15591.0,Semi-Auto,6419.0,Petrol,,45.6,1.0,vw
 Polo,2017.0,9950.0,Manual,17500.0,Petrol,20.0,60.1,1.2,vw
 Polo,2019.0,13250.0,Manual,,Petrol,145.0,52.3,,vw
 Polo,2016.0,9995.0,Manual,20074.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,9998.0,Manual,11685.0,Petrol,20.0,60.1,1.0,vw
 Polo,2019.0,,Manual,11368.0,,150.0,48.7,1.0,vw
 Polo,2017.0,7600.0,Manual,36578.0,Petrol,145.0,60.1,1.0,vw
 Polo,2016.0,12495.0,Manual,15093.0,Petrol,0.0,65.7,1.0,vw
 Polo,2017.0,10798.0,Manual,13589.0,,20.0,60.1,1.2,vw
 Polo,2018.0,14450.0,Manual,5256.0,Petrol,145.0,52.3,1.0,vw
 Polo,2016.0,10430.0,Manual,18505.0,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,,Automatic,8319.0,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,9698.0,Manual,11728.0,Petrol,,60.1,1.0,vw
 Polo,2019.0,12995.0,Manual,5752.0,Petrol,145.0,48.7,1.0,vw
 Polo,,5995.0,Manual,60125.0,Petrol,20.0,60.1,1.0,vw
 Polo,2017.0,8600.0,Manual,57909.0,Petrol,145.0,60.1,1.2,vw
 Polo,2018.0,13580.0,Manual,,Petrol,145.0,62.8,1.0,vw
 Polo,2019.0,12995.0,Manual,8275.0,,145.0,48.7,1.0,vw
 Polo,2019.0,12995.0,Manual,,Petrol,145.0,48.7,1.0,vw
 Polo,,12995.0,Manual,11756.0,Petrol,145.0,48.7,1.0,vw
 Polo,2019.0,14295.0,Manual,,Petrol,145.0,52.3,1.0,vw
 Polo,2013.0,7298.0,Manual,48494.0,Petrol,125.0,53.3,1.2,vw
 Polo,2017.0,10298.0,Manual,12278.0,Petrol,20.0,58.9,1.0,vw
 Polo,2017.0,11490.0,Manual,14629.0,Petrol,150.0,60.1,1.2,vw
 Polo,2018.0,12998.0,Manual,12969.0,,145.0,62.8,1.0,vw
 Polo,2016.0,8998.0,Manual,23824.0,Petrol,20.0,60.1,1.2,vw
 Polo,2018.0,11480.0,,12353.0,Petrol,145.0,64.2,1.0,vw
 Polo,2016.0,8110.0,Manual,27155.0,Petrol,20.0,60.1,1.0,vw
 Polo,2018.0,9998.0,Manual,15425.0,Petrol,145.0,60.1,1.0,vw
 Polo,2017.0,7998.0,Manual,42727.0,Petrol,20.0,,1.0,vw
 Polo,2015.0,7298.0,,56000.0,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,9698.0,Manual,32000.0,Petrol,150.0,60.1,1.2,vw
 Polo,2017.0,8750.0,Manual,19214.0,Petrol,145.0,60.1,1.0,vw
 Polo,2016.0,10498.0,Manual,19721.0,Petrol,20.0,60.1,,vw
 Polo,2017.0,10120.0,Manual,9892.0,Petrol,145.0,58.9,1.0,vw
 Polo,2013.0,6770.0,Manual,39404.0,Petrol,125.0,51.4,1.2,vw
 Polo,2017.0,9120.0,Manual,40916.0,Diesel,0.0,83.1,1.4,vw
 Polo,2017.0,11998.0,Manual,12635.0,Petrol,145.0,60.1,1.2,vw
 Polo,2017.0,9498.0,Manual,,Petrol,145.0,60.1,1.0,vw
 Polo,2018.0,11990.0,Manual,11737.0,Petrol,150.0,58.9,1.0,vw
 Polo,,10177.0,Manual,17580.0,Petrol,145.0,60.1,1.2,vw
 Polo,2017.0,10995.0,Manual,18696.0,Petrol,150.0,60.1,1.0,vw
 Polo,2018.0,11995.0,Manual,17077.0,Petrol,150.0,60.1,,vw
 Polo,2016.0,8491.0,Manual,38727.0,Petrol,20.0,58.9,1.0,vw
 Polo,2017.0,10499.0,Manual,15065.0,Petrol,145.0,60.1,1.2,vw
 Polo,2019.0,13495.0,Manual,8348.0,Petrol,145.0,48.7,1.0,vw
 Polo,2017.0,10995.0,,20947.0,Petrol,145.0,60.1,1.0,vw
 Polo,2015.0,8500.0,Manual,44949.0,Diesel,0.0,,1.4,vw
 Polo,2016.0,10500.0,Semi-Auto,29235.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,6299.0,Manual,64229.0,Petrol,20.0,60.1,1.0,vw
,2016.0,8650.0,Manual,32800.0,Petrol,20.0,60.1,,vw
,2017.0,9995.0,Manual,42383.0,Petrol,20.0,60.1,1.2,vw
 Polo,2018.0,14995.0,Manual,6349.0,Petrol,150.0,,1.0,vw
 Polo,2016.0,10995.0,,20125.0,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,9995.0,Manual,40020.0,Petrol,20.0,58.9,1.0,vw
 Polo,2016.0,9495.0,Manual,32179.0,Petrol,20.0,58.9,1.0,vw
 Polo,2016.0,10995.0,Manual,36954.0,Petrol,20.0,60.1,1.2,vw
 Polo,,10995.0,Manual,26753.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,8995.0,Manual,24564.0,Petrol,20.0,58.9,1.0,vw
 Polo,2015.0,8995.0,Manual,39226.0,Petrol,20.0,60.1,1.2,vw
 Polo,2015.0,7495.0,Manual,43430.0,Petrol,20.0,60.1,1.0,vw
 Polo,2015.0,8995.0,Manual,24857.0,Petrol,20.0,60.1,,vw
 Polo,2016.0,9995.0,Manual,37800.0,Petrol,20.0,60.1,1.2,vw
 Polo,2016.0,9995.0,Manual,34479.0,Petrol,20.0,60.1,1.2,vw
 Polo,2017.0,9995.0,Manual,27822.0,Petrol,20.0,60.1,1.0,vw
 Polo,2017.0,10495.0,Manual,13650.0,Petrol,145.0,60.1,1.0,vw
 Polo,2016.0,8995.0,Manual,23394.0,Petrol,20.0,60.1,1.0,vw
 Polo,2017.0,8995.0,Manual,,Petrol,145.0,60.1,1.0,vw
 Polo,2017.0,10400.0,Manual,32577.0,Petrol,20.0,60.1,1.2,
 Polo,2020.0,13999.0,Manual,5000.0,Petrol,145.0,47.9,1.0,vw
 Polo,2017.0,8995.0,Manual,18519.0,Petrol,150.0,60.1,1.0,vw
 Polo,2017.0,9995.0,Manual,22024.0,Petrol,150.0,60.1,1.0,vw
 Polo,2017.0,10995.0,Manual,15014.0,Petrol,150.0,60.1,1.0,vw
 Polo,2020.0,13999.0,Manual,5000.0,Petrol,145.0,47.9,1.0,vw
 Polo,2020.0,13999.0,Manual,5000.0,Petrol,,47.9,1.0,vw
,2020.0,,Manual,5000.0,Petrol,145.0,52.3,1.0,vw
 Polo,2020.0,14999.0,Manual,5000.0,Petrol,145.0,,1.0,vw
 Polo,2017.0,9499.0,Manual,31783.0,Petrol,20.0,60.1,1.2,vw
 Polo,2018.0,13000.0,Semi-Auto,29638.0,Petrol,145.0,61.4,1.0,vw
 Polo,2019.0,12999.0,Manual,8610.0,Petrol,145.0,48.7,1.0,vw
 Polo,2017.0,10499.0,Manual,17500.0,Petrol,145.0,60.1,1.2,vw
 Polo,2019.0,12999.0,Manual,7604.0,Petrol,145.0,48.7,1.0,vw
 Polo,2019.0,12999.0,Manual,1640.0,Petrol,145.0,48.7,1.0,vw
 Polo,,8000.0,Manual,26884.0,Petrol,20.0,60.1,1.0,vw
 Polo,2016.0,8299.0,Manual,31500.0,Petrol,20.0,60.1,1.0,vw
 Polo,2017.0,10599.0,Manual,25080.0,Petrol,150.0,60.1,1.2,vw
 Polo,2019.0,11999.0,Manual,8200.0,Petrol,150.0,48.7,1.0,vw
 Polo,2019.0,12999.0,Manual,,Petrol,145.0,48.7,1.0,vw
 Polo,2019.0,,Manual,8804.0,Petrol,145.0,48.7,1.0,vw
 Polo,2015.0,11099.0,Manual,33500.0,Petrol,150.0,47.0,1.8,vw
 Polo,2016.0,8299.0,Manual,45648.0,Petrol,20.0,60.1,1.0,vw
 Polo,2016.0,7999.0,Manual,62160.0,Petrol,20.0,60.1,1.2,vw
 Polo,,8999.0,Manual,,Petrol,150.0,60.1,1.0,vw
 Polo,2020.0,14499.0,Manual,5000.0,Petrol,145.0,47.9,1.0,vw
 Polo,2019.0,13999.0,,5000.0,Petrol,145.0,52.3,,vw
 Polo,2019.0,12299.0,Manual,6240.0,Petrol,145.0,48.7,1.0,
 Polo,2019.0,12999.0,Manual,8115.0,Petrol,145.0,48.7,1.0,vw
 Polo,2017.0,9999.0,Manual,29364.0,Petrol,20.0,60.1,1.2,vw
 Polo,2019.0,12999.0,Manual,9570.0,Petrol,145.0,48.7,,vw
 Polo,2019.0,12999.0,Manual,,Petrol,145.0,48.7,1.0,
 Polo,2016.0,,Manual,21510.0,Petrol,20.0,,1.0,vw
 Polo,2017.0,9360.0,Manual,18062.0,Petrol,20.0,60.1,1.0,vw
